fold,configuration,selector,solver,selected_tickers,objective,optimality_gap,feasibility_rate,turnover,transaction_cost,covariance_method,expected_return_source
1,adaptive_xy_qaoa,adaptive,xy_qaoa_dicke_ideal_statevector,MSB|MBB|BVH|HDB,0.103668730165118,0.0,1.0,1.999999999999976,0.0043056121223874946,ewma,xgboost_calibrated
1,adaptive_simulated_annealing,adaptive,simulated_annealing,MSB|MBB|BVH|HDB,0.103668730165118,0.0,1.0,1.999999999999976,0.0043056121223874946,ewma,xgboost_calibrated
2,liquidity_topk_exact,liquidity,exact,HPG|STB|VPB|SHB,0.12097132384910061,0.0,1.0,1.6007920370543924,0.003671950663134028,ewma,ewma
2,ewma_topk_exact,ewma,exact,MCG|CTF|NNC|OCB,-0.15844560526641324,0.0,1.0,2.0,0.004590953682818043,ewma,ewma
2,xgboost_topk_exact,xgboost,exact,HPX|NVL|HTN|CTG,0.07757421821671279,0.0,1.0,2.0000000000000093,0.004323199257677095,ewma,xgboost_calibrated
2,adaptive_exact,adaptive,exact,HPX|NVL|HTN|CTG,0.07757421821671279,0.0,1.0,1.9999999999905183,0.004343338438265506,ewma,xgboost_calibrated
2,xgboost_penalty_qaoa,xgboost,penalty_qaoa_ideal_statevector,HPX|NVL|HTN|CTG,0.07757421821671279,0.0,0.298828125,2.0000000000000093,0.004340567151653284,ewma,xgboost_calibrated
2,xgboost_xy_qaoa,xgboost,xy_qaoa_dicke_ideal_statevector,HPX|NVL|HTN|CTG,0.07757421821671279,0.0,1.0,2.0000000000000093,0.004340567151653284,ewma,xgboost_calibrated
2,adaptive_penalty_qaoa,adaptive,penalty_qaoa_ideal_statevector,HPX|HTN|CTG|ACB,0.08207626520326369,0.05803535104815195,0.4921875,1.9999999999961187,0.004412758486839869,ewma,xgboost_calibrated
2,adaptive_xy_qaoa,adaptive,xy_qaoa_dicke_ideal_statevector,HPX|HTN|CTG|ACB,0.08207626520326369,0.05803535104815195,1.0,1.9999999999961187,0.004412758486839869,ewma,xgboost_calibrated
2,adaptive_simulated_annealing,adaptive,simulated_annealing,HPX|NVL|HTN|CTG,0.07757421821671279,0.0,1.0,1.9999999999905183,0.004343338438265506,ewma,xgboost_calibrated
3,liquidity_topk_exact,liquidity,exact,DIG|HPG|SHB|VPB,-0.019123908122224823,0.0,1.0,1.5748638644750683,0.003608661591775747,ewma,ewma
3,ewma_topk_exact,ewma,exact,LSS|CTD|HHP|BMP,-0.28718945287223707,0.0,1.0,1.9999999999999927,0.004577043583960349,ewma,ewma
3,xgboost_topk_exact,xgboost,exact,CSM|SMB|CHP|SHP,0.0048600843226988474,0.0,1.0,2.0,0.004568114083846222,ewma,xgboost_calibrated
3,adaptive_exact,adaptive,exact,BAF|HDB|TCH|CDC,0.022808490474964215,0.0,1.0,1.999999999999996,0.0044081395001081165,ewma,xgboost_calibrated
3,xgboost_penalty_qaoa,xgboost,penalty_qaoa_ideal_statevector,CSM|SMB|CHP|SHP,0.0048600843226988474,0.0,0.28955078125,1.9999999999999998,0.004568114083846222,ewma,xgboost_calibrated
3,xgboost_xy_qaoa,xgboost,xy_qaoa_dicke_ideal_statevector,CSM|SMB|CHP|SHP,0.0048600843226988474,0.0,1.0,1.9999999999999998,0.004568114083846222,ewma,xgboost_calibrated
3,adaptive_penalty_qaoa,adaptive,penalty_qaoa_ideal_statevector,BAF|HDB|TCH|CDC,0.022808490474964215,0.0,0.48974609375,1.9999999999999958,0.004414929368293901,ewma,xgboost_calibrated
3,adaptive_xy_qaoa,adaptive,xy_qaoa_dicke_ideal_statevector,TPB|BAF|HDB|CDC,0.025876126910564658,0.1344953730643922,1.0,1.9999999999999982,0.004389619546822903,ewma,xgboost_calibrated
3,adaptive_simulated_annealing,adaptive,simulated_annealing,BAF|HDB|TCH|CDC,0.022808490474964215,0.0,1.0,1.999999999999996,0.0044081395001081165,ewma,xgboost_calibrated
